id,blueprint_id,entity_type,entity_schema,data,version,created_at,created_by
03236cf9-be33-46b8-b823-63816209aaee,5313ceed-ae0b-436f-afff-50662708d545,workers,hr,"{""id"": ""5313ceed-ae0b-436f-afff-50662708d545"", ""rules"": {}, ""version"": 4, ""form_type"": ""dependent"", ""semantics"": {""context"": {""title"": ""Workers"", ""module"": ""hr"", ""status"": ""draft""}}, ""created_at"": ""2026-02-03T20:41:34.583148+00:00"", ""sub_panels"": [], ""ui_general"": {""default_view"": ""kanbanview"", ""global_actions"": [{""form"": ""workers_form"", ""label"": ""New""}], ""available_views"": [""tableview"", ""gridview"", ""detailview"", ""kanbanview"", ""metricsview""]}, ""updated_at"": ""2026-02-14T02:55:48.85913+00:00"", ""ai_metadata"": {""embedding_model"": ""text-embedding-3-large""}, ""base_source"": ""hr.workers"", ""entity_type"": ""workers"", ""dependencies"": [], ""jsonb_schema"": {""type"": ""object"", ""required"": [""person"", ""workerType""], ""properties"": {""person"": {""type"": ""object""}, ""workMode"": {""enum"": [""Office"", ""Remote"", ""Fieldstaff"", ""Hybrid""], ""type"": ""string""}, ""employment"": {""type"": ""object"", ""properties"": {""hireDate"": {""type"": ""string""}, ""jobTitle"": {""type"": ""string""}}}, ""workerType"": {""enum"": [""Employee"", ""Contractor"", ""Consultant""], ""type"": ""string""}}}, ""ui_dashboard"": {}, ""ai_resolution"": ""resolve_parent"", ""entity_schema"": ""hr"", ""blueprint_hash"": null, ""classification"": ""deprecated"", ""display_format"": null, ""custom_view_sql"": null, ""partition_filter"": ""contact_type = 'worker'"", ""ui_details_overview"": {}}",4,2026-02-14 02:55:48.85913+00,
034282ed-e260-4421-9ec7-2595dec0973e,1b6c6fc3-758b-433e-a726-d1de7f8ca4ec,deals,crm-N,"{""id"": ""1b6c6fc3-758b-433e-a726-d1de7f8ca4ec"", ""rules"": {}, ""module"": ""crm"", ""status"": ""draft"", ""version"": 4, ""form_type"": ""dependent"", ""semantics"": {}, ""ui_config"": {}, ""created_at"": ""2026-02-03T20:41:34.583148+00:00"", ""sub_panels"": [], ""ui_general"": {}, ""updated_at"": ""2026-02-09T15:42:13.348987+00:00"", ""ai_metadata"": {""embedding_model"": ""text-embedding-3-large""}, ""base_source"": ""crm.deals"", ""entity_type"": ""deals"", ""dependencies"": [], ""display_name"": null, ""jsonb_schema"": null, ""physical_ddl"": null, ""ui_dashboard"": {}, ""ai_resolution"": ""resolve_parent"", ""entity_schema"": ""crm-N"", ""extra_objects"": {}, ""blueprint_hash"": null, ""classification"": ""transactional"", ""display_format"": null, ""custom_view_sql"": null, ""partition_filter"": null, ""ui_details_overview"": {}}",4,2026-02-12 05:18:02.087254+00,
037071f0-26f7-4b35-85de-b51f11d1909f,c46445c1-93f3-4698-9e87-e4a8b49d34ef,service_reports,blueprint,"{""id"": ""c46445c1-93f3-4698-9e87-e4a8b49d34ef"", ""rules"": {}, ""module"": ""blueprint"", ""status"": ""draft"", ""version"": 1, ""form_type"": ""dependent"", ""semantics"": {""domain"": ""service"", ""keywords"": [""service"", ""report"", ""field"", ""work order""], ""description"": ""Field service reports and work order documentation."", ""example_questions"": [""List service reports"", ""Show field work orders""]}, ""ui_config"": {}, ""created_at"": ""2026-02-06T02:28:11.98248+00:00"", ""sub_panels"": [], ""ui_general"": {""default_view"": ""kanbanview"", ""global_actions"": [{""form"": ""service_reports_form"", ""label"": ""New""}], ""available_views"": [""tableview"", ""gridview"", ""detailview"", ""kanbanview"", ""metricsview""]}, ""updated_at"": ""2026-02-06T02:28:11.98248+00:00"", ""ai_metadata"": {""embedding_model"": ""text-embedding-3-large""}, ""base_source"": ""blueprint.service_reports"", ""entity_type"": ""service_reports"", ""dependencies"": [], ""display_name"": ""Service Reports"", ""jsonb_schema"": null, ""physical_ddl"": null, ""ui_dashboard"": {}, ""ai_resolution"": ""resolve_parent"", ""entity_schema"": ""blueprint"", ""extra_objects"": {}, ""blueprint_hash"": null, ""classification"": ""transactional"", ""display_format"": null, ""custom_view_sql"": null, ""partition_filter"": null, ""ui_details_overview"": {}}",1,2026-02-08 16:49:22.023183+00,
037584ad-b3ce-415f-840a-55035cf65c21,3d7ce113-97e8-4fed-ba13-68970e3092d6,customers_b2b,crm,"{""id"": ""3d7ce113-97e8-4fed-ba13-68970e3092d6"", ""rules"": {}, ""module"": ""crm"", ""status"": ""applied"", ""version"": 1, ""form_type"": ""simple"", ""semantics"": {""domain"": ""sales"", ""keywords"": [""b2b"", ""business"", ""commercial"", ""enterprise""], ""description"": ""Business-to-Business customer organizations."", ""example_questions"": [""List B2B customers"", ""Show enterprise clients"", ""Find business accounts""]}, ""ui_config"": {""filters"": [""account_id"", ""industry"", ""engagement_score""], ""defaultView"": ""table""}, ""created_at"": ""2026-01-24T05:03:06.997383+00:00"", ""sub_panels"": [{""fk"": ""object_id"", ""icon"": ""paperclip"", ""name"": ""Attachments"", ""source"": ""core.object_attachments""}, {""fk"": ""object_id"", ""icon"": ""sticky-note"", ""name"": ""Notes"", ""filter"": ""comment_type = 'note'"", ""source"": ""core.object_comments""}, {""fk"": ""object_id"", ""icon"": ""activity"", ""name"": ""Activities"", ""source"": ""core.object_activities""}, {""fk"": ""object_id"", ""icon"": ""tag"", ""name"": ""Tags"", ""source"": ""core.object_tags""}], ""updated_at"": ""2026-02-07T06:22:31.728987+00:00"", ""ai_metadata"": {""embedding_model"": ""text-embedding-3-large""}, ""base_source"": ""crm.accounts"", ""entity_type"": ""customers_b2b"", ""dependencies"": [""crm.contacts"", ""crm.accounts""], ""display_name"": null, ""jsonb_schema"": null, ""physical_ddl"": null, ""ai_resolution"": ""direct"", ""entity_schema"": ""crm"", ""extra_objects"": {}, ""blueprint_hash"": null, ""classification"": ""master"", ""display_format"": null, ""custom_view_sql"": null, ""partition_filter"": ""is_individual = false AND type = 'customer'""}",1,2026-02-07 11:19:00.30218+00,
03795836-a078-4c28-b78c-4a62a8a7fede,fb40acfd-177a-45ad-abbd-7cbdc559bbcc,vendors,external,"{""id"": ""fb40acfd-177a-45ad-abbd-7cbdc559bbcc"", ""rules"": {}, ""module"": null, ""status"": ""applied"", ""version"": 1, ""semantics"": {""domain"": ""operations"", ""keywords"": [""vendor"", ""supplier"", ""procurement"", ""provider""], ""description"": ""Third-party suppliers and service providers."", ""example_questions"": [""List our vendors"", ""Find suppliers by category"", ""Show vendor contact info""]}, ""ui_config"": {}, ""created_at"": ""2026-01-11T10:59:37.552848+00:00"", ""sub_panels"": [], ""updated_at"": ""2026-02-05T08:59:32.527529+00:00"", ""ai_metadata"": {""embedding_model"": ""text-embedding-3-large""}, ""base_source"": ""unified.organizations"", ""entity_type"": ""vendors"", ""dependencies"": [""external.accounts""], ""display_name"": null, ""physical_ddl"": null, ""entity_schema"": ""external"", ""extra_objects"": {}, ""blueprint_hash"": null, ""classification"": ""transactional"", ""display_format"": null, ""custom_view_sql"": null, ""partition_filter"": ""type = 'vendor'""}",1,2026-02-05 12:24:45.570429+00,
03bf6a73-d9cc-4186-b626-5c0b1e48b530,366d7b32-06a3-45d5-a5e6-0ce2c6afc016,customers_individual,external,"{""id"": ""366d7b32-06a3-45d5-a5e6-0ce2c6afc016"", ""rules"": {}, ""module"": ""external"", ""status"": ""applied"", ""version"": 1, ""semantics"": {""domain"": ""crm"", ""keywords"": [""individual"", ""person"", ""private""], ""description"": ""Records for individual-type customers."", ""example_questions"": [""List individual customers"", ""Show private records"", ""Find customer individuals""]}, ""ui_config"": {}, ""created_at"": ""2026-01-11T10:59:37.552848+00:00"", ""sub_panels"": [], ""updated_at"": ""2026-02-05T08:59:32.527529+00:00"", ""ai_metadata"": {""embedding_model"": ""text-embedding-3-large""}, ""base_source"": ""unified.organizations"", ""entity_type"": ""customers_individual"", ""dependencies"": [""external.accounts""], ""display_name"": null, ""physical_ddl"": null, ""entity_schema"": ""external"", ""extra_objects"": {}, ""blueprint_hash"": null, ""classification"": ""transactional"", ""display_format"": null, ""custom_view_sql"": null, ""partition_filter"": ""type = 'customer' AND is_individual = true""}",1,2026-02-05 12:24:45.64594+00,
048c3380-7820-4779-a398-a6679ec29367,81ebfe94-3932-4468-b7f9-ae2a2373122f,contacts,crm,"{""id"": ""81ebfe94-3932-4468-b7f9-ae2a2373122f"", ""rules"": {}, ""module"": ""crm"", ""status"": ""applied"", ""version"": 1, ""form_type"": ""simple"", ""semantics"": {""domain"": ""crm"", ""keywords"": [""contact"", ""person"", ""email"", ""phone""], ""description"": ""External business contacts and individuals."", ""example_questions"": [""List external contacts"", ""Find contacts by email"", ""Show contact info for a company""]}, ""ui_config"": {""default_view"": ""tableview""}, ""created_at"": ""2026-01-11T10:57:42.249686+00:00"", ""sub_panels"": [], ""ui_general"": {""default_view"": ""kanbanview"", ""global_actions"": [{""form"": ""contacts_form"", ""label"": ""New""}], ""available_views"": [""tableview"", ""gridview"", ""detailview"", ""kanbanview"", ""calendarview"", ""metricsview""]}, ""updated_at"": ""2026-02-07T06:22:31.728987+00:00"", ""ai_metadata"": {""embedding_model"": ""text-embedding-3-large""}, ""base_source"": ""crm.contacts"", ""entity_type"": ""contacts"", ""dependencies"": [""crm.contacts""], ""display_name"": null, ""jsonb_schema"": null, ""physical_ddl"": ""\n    CREATE TABLE IF NOT EXISTS external.contacts (\n      id uuid NOT NULL DEFAULT extensions.uuid_generate_v4(),\n      name text NOT NULL,\n      email text NULL,\n      phone text NULL,\n      created_at timestamp with time zone NULL DEFAULT CURRENT_TIMESTAMP,\n      updated_at timestamp with time zone NULL DEFAULT CURRENT_TIMESTAMP,\n      account_id uuid NULL,\n      is_primary boolean NULL DEFAULT false,\n      details jsonb NULL DEFAULT '{}'::jsonb,\n      organization_id uuid NULL DEFAULT '55555555-5555-5555-5555-555555555555'::uuid,\n      location_id uuid NULL,\n      lifecycle_stage public.lifecycle_stage NULL DEFAULT 'lead'::lifecycle_stage,\n      operational_status text NULL DEFAULT 'NEW'::text,\n      contact_type text NULL DEFAULT 'standard'::text,\n      is_partner_delegate boolean NULL DEFAULT false,\n      lead_source text NULL,\n      score numeric NULL DEFAULT 0,\n      company text NULL,\n      industry text NULL,\n      tags text[] NULL DEFAULT '{}'::text[],\n      last_contacted_at timestamp with time zone NULL,\n      communication_preferences jsonb NULL DEFAULT '{}'::jsonb,\n      deleted_at timestamp with time zone NULL,\n      source_lead_id uuid NULL,\n      source_customer_id uuid NULL,\n      entity_instance_id uuid NULL,\n      persona_type text NULL,\n      linkedin_url text NULL,\n      last_engaged_at timestamp with time zone NULL,\n      CONSTRAINT contacts_pkey PRIMARY KEY (id),\n      CONSTRAINT contacts_email_key UNIQUE (email),\n      CONSTRAINT contacts_entity_instance_id_key UNIQUE (entity_instance_id)\n      -- NOTE: FK to accounts is handled in extra_objects or later migration to avoid circular dependencies\n    );\n    "", ""ui_dashboard"": {}, ""ai_resolution"": ""direct"", ""entity_schema"": ""crm"", ""extra_objects"": [""CREATE INDEX IF NOT EXISTS idx_contacts_lifecycle_stage ON external.contacts (lifecycle_stage)"", ""CREATE INDEX IF NOT EXISTS idx_contacts_org_lifecycle ON external.contacts (organization_id, lifecycle_stage)"", ""CREATE INDEX IF NOT EXISTS idx_contacts_tags ON external.contacts USING gin (tags)"", ""CREATE INDEX IF NOT EXISTS idx_contacts_deleted_at ON external.contacts (deleted_at) WHERE (deleted_at IS NOT NULL)"", ""CREATE INDEX IF NOT EXISTS idx_contacts_universal_timeline ON external.contacts (organization_id, created_at DESC, id) INCLUDE (id, created_at)"", ""CREATE TRIGGER update_contacts_updated_at BEFORE UPDATE ON external.contacts FOR EACH ROW EXECUTE FUNCTION update_updated_at_column()"", ""ALTER TABLE external.contacts ADD CONSTRAINT contacts_account_id_fkey FOREIGN KEY (account_id) REFERENCES external.accounts (id) ON DELETE CASCADE""], ""blueprint_hash"": null, ""classification"": ""master"", ""display_format"": null, ""custom_view_sql"": null, ""partition_filter"": ""module = 'external'"", ""ui_details_overview"": {}}",1,2026-02-08 19:46:54.826081+00,
04d2302f-8d6e-4665-9477-dbea14d35ed1,7b2a02fb-125b-4fdb-8c37-5ea2622a5a9b,erp_payments,ctrm,"{""id"": ""7b2a02fb-125b-4fdb-8c37-5ea2622a5a9b"", ""rules"": {}, ""module"": null, ""status"": ""draft"", ""version"": 1, ""semantics"": {}, ""ui_config"": {}, ""created_at"": ""2026-02-06T11:24:58.457905+00:00"", ""sub_panels"": [], ""updated_at"": ""2026-02-06T11:24:58.457905+00:00"", ""ai_metadata"": {""embedding_model"": ""text-embedding-3-large""}, ""base_source"": ""ctrm.erp_payments"", ""entity_type"": ""erp_payments"", ""dependencies"": [], ""display_name"": null, ""physical_ddl"": null, ""entity_schema"": ""ctrm"", ""extra_objects"": {}, ""blueprint_hash"": null, ""classification"": ""transactional"", ""display_format"": null, ""custom_view_sql"": null, ""partition_filter"": null}",1,2026-02-06 21:33:04.737292+00,
04fb5d08-e00a-4c92-8e88-571c06c6693c,56d0e877-765c-4ba5-ba83-d4c6f85de2ec,applications,hr,"{""id"": ""56d0e877-765c-4ba5-ba83-d4c6f85de2ec"", ""rules"": {}, ""module"": ""hr"", ""status"": ""draft"", ""version"": 1, ""semantics"": {""domain"": ""hr"", ""keywords"": [""application"", ""apply"", ""submission"", ""job""], ""lifecycle"": {""column"": ""stage_id"", ""blueprint_id"": ""e7ac3b48-4664-4e8a-8c17-f75ca11736fc"", ""bp_id_column"": ""automation_bp_instance_id"", ""esm_id_column"": ""automation_esm_instance_id""}, ""description"": ""Job applications submitted by candidates."", ""example_questions"": [""Show recent applications"", ""How many people applied for this job?"", ""List pending applications""]}, ""ui_config"": {}, ""created_at"": ""2026-02-03T20:41:34.583148+00:00"", ""sub_panels"": [], ""updated_at"": ""2026-02-05T08:59:32.527529+00:00"", ""ai_metadata"": {""embedding_model"": ""text-embedding-3-large""}, ""base_source"": ""hr.applications"", ""entity_type"": ""applications"", ""dependencies"": [], ""display_name"": ""Job Applications"", ""physical_ddl"": null, ""entity_schema"": ""hr"", ""extra_objects"": {}, ""blueprint_hash"": null, ""classification"": ""lifecycle"", ""display_format"": {""format"": ""APP-{SEQ}"", ""counter_padding"": 5}, ""custom_view_sql"": null, ""partition_filter"": null}",1,2026-02-06 10:55:32.718771+00,
05086042-bfb5-4346-b3fa-bfbfc8483d1d,60c4e8e3-a35d-45c3-adaa-1b4d6a50f381,payroll_summary,analytics,"{""id"": ""60c4e8e3-a35d-45c3-adaa-1b4d6a50f381"", ""rules"": {}, ""module"": ""analytics"", ""status"": ""draft"", ""version"": 1, ""form_type"": ""simple"", ""semantics"": {""domain"": ""analytics"", ""context"": {""title"": ""Payroll Run Summary"", ""module"": ""analytics"", ""status"": ""draft"", ""keywords"": [""payroll"", ""summary"", ""report"", ""wages""], ""description"": ""Aggregated summaries of payroll and compensation data.""}, ""example_questions"": [""Show payroll summary"", ""List wage reports""]}, ""ui_config"": {}, ""created_at"": ""2026-02-06T02:28:11.98248+00:00"", ""sub_panels"": [], ""ui_general"": {""default_view"": ""kanbanview"", ""global_actions"": [{""form"": ""payroll_summary_form"", ""label"": ""New""}], ""available_views"": [""tableview"", ""gridview"", ""detailview"", ""kanbanview"", ""metricsview""]}, ""updated_at"": ""2026-02-06T02:28:11.98248+00:00"", ""ai_metadata"": {""embedding_model"": ""text-embedding-3-large""}, ""base_source"": ""analytics.av_payroll_run_summary"", ""entity_type"": ""payroll_summary"", ""dependencies"": [], ""display_name"": ""Payroll Run Summary"", ""jsonb_schema"": null, ""physical_ddl"": null, ""ui_dashboard"": {}, ""ai_resolution"": ""direct"", ""entity_schema"": ""analytics"", ""extra_objects"": {}, ""blueprint_hash"": null, ""classification"": ""analytical"", ""display_format"": null, ""custom_view_sql"": null, ""partition_filter"": null, ""ui_details_overview"": {}}",1,2026-02-13 04:03:18.279108+00,
06c15072-6777-432b-9eff-bfd67814386a,1b6c6fc3-758b-433e-a726-d1de7f8ca4ec,deals,external,"{""id"": ""1b6c6fc3-758b-433e-a726-d1de7f8ca4ec"", ""rules"": {}, ""module"": ""external"", ""status"": ""draft"", ""version"": 1, ""semantics"": {""domain"": ""sales"", ""keywords"": [""deal"", ""opportunity"", ""pipeline"", ""revenue""], ""lifecycle"": {""column"": ""stage_id"", ""blueprint_id"": ""d58f9e56-1433-4567-84d5-eec55359791c"", ""bp_id_column"": ""automation_bp_instance_id"", ""esm_id_column"": ""automation_esm_instance_id""}, ""description"": ""RAW DATA for Deals: Use this to list individual records and transaction details. NOT for executive summaries or totals."", ""example_questions"": [""List active deals"", ""Show sales pipeline"", ""What is the total revenue of pending deals?""]}, ""ui_config"": {}, ""created_at"": ""2026-02-03T20:41:34.583148+00:00"", ""sub_panels"": [], ""updated_at"": ""2026-02-07T06:22:31.728987+00:00"", ""ai_metadata"": {""embedding_model"": ""text-embedding-3-large""}, ""base_source"": ""external.deals"", ""entity_type"": ""deals"", ""dependencies"": [], ""display_name"": null, ""physical_ddl"": null, ""entity_schema"": ""external"", ""extra_objects"": {}, ""blueprint_hash"": null, ""classification"": ""master"", ""display_format"": null, ""custom_view_sql"": null, ""partition_filter"": null}",1,2026-02-07 06:22:31.728987+00,
0703d824-e18c-44af-9d47-e3ef743082c7,470fd014-ee78-4c76-88da-5d38a164f44c,candidates,hr,"{""id"": ""470fd014-ee78-4c76-88da-5d38a164f44c"", ""rules"": {}, ""module"": ""hr"", ""status"": ""draft"", ""version"": 1, ""form_type"": ""simple"", ""semantics"": {""domain"": ""hr"", ""keywords"": [""candidate"", ""applicant"", ""resume"", ""cv""], ""lifecycle"": {""column"": ""stage_id"", ""blueprint_id"": ""450291e3-6206-47d1-a305-c0a365bd5a53"", ""bp_id_column"": ""automation_bp_instance_id"", ""esm_id_column"": ""automation_esm_instance_id""}, ""description"": ""Profiles of potential hires and applicants."", ""example_questions"": [""List all candidates"", ""Find candidates with React experience"", ""Show candidate profiles""]}, ""ui_config"": {}, ""created_at"": ""2026-02-03T20:41:34.583148+00:00"", ""sub_panels"": [], ""updated_at"": ""2026-02-07T07:04:03.08311+00:00"", ""ai_metadata"": {""embedding_model"": ""text-embedding-3-large""}, ""base_source"": ""unified.contacts"", ""entity_type"": ""candidates"", ""dependencies"": [""hr.candidates""], ""display_name"": null, ""jsonb_schema"": {""type"": ""object"", ""required"": [""person""], ""properties"": {""person"": {""type"": ""object"", ""required"": [""name"", ""communication""], ""properties"": {""name"": {""type"": ""object"", ""required"": [""given"", ""family""], ""properties"": {""given"": {""type"": ""string""}, ""family"": {""type"": ""string""}}}, ""communication"": {""type"": ""object"", ""properties"": {""email"": {""type"": ""array""}}}}}}}, ""physical_ddl"": null, ""ai_resolution"": ""direct"", ""entity_schema"": ""hr"", ""extra_objects"": {}, ""blueprint_hash"": null, ""classification"": ""master"", ""display_format"": null, ""custom_view_sql"": null, ""partition_filter"": ""contact_type = 'candidate'""}",1,2026-02-07 07:49:22.408993+00,
0740d6ad-74dc-4992-91fa-37115da7e4bb,f0c960bf-01e6-4f31-b37a-bff1ff1c09f9,policies,hr,"{""id"": ""f0c960bf-01e6-4f31-b37a-bff1ff1c09f9"", ""rules"": {}, ""module"": ""hr"", ""status"": ""draft"", ""version"": 4, ""form_type"": ""simple"", ""semantics"": {}, ""ui_config"": {}, ""created_at"": ""2026-02-03T20:41:34.583148+00:00"", ""sub_panels"": [], ""ui_general"": {""default_view"": ""tableview"", ""global_actions"": [{""form"": ""policies_form"", ""label"": ""New""}], ""available_views"": [""tableview"", ""gridview"", ""detailview""]}, ""updated_at"": ""2026-02-09T15:42:13.348987+00:00"", ""ai_metadata"": {""embedding_model"": ""text-embedding-3-large""}, ""base_source"": ""hr.policies"", ""entity_type"": ""policies"", ""dependencies"": [], ""display_name"": null, ""jsonb_schema"": null, ""physical_ddl"": null, ""ui_dashboard"": {}, ""ai_resolution"": ""direct"", ""entity_schema"": ""hr"", ""extra_objects"": {}, ""blueprint_hash"": null, ""classification"": ""transactional"", ""display_format"": null, ""custom_view_sql"": null, ""partition_filter"": null, ""ui_details_overview"": {}}",4,2026-02-09 15:42:13.348987+00,
07632b01-1a53-4a4c-bc3c-ed063dd75f2b,f0c960bf-01e6-4f31-b37a-bff1ff1c09f9,policies,hr,"{""id"": ""f0c960bf-01e6-4f31-b37a-bff1ff1c09f9"", ""rules"": {}, ""module"": ""hr"", ""status"": ""draft"", ""version"": 3, ""form_type"": ""simple"", ""semantics"": {}, ""ui_config"": {}, ""created_at"": ""2026-02-03T20:41:34.583148+00:00"", ""sub_panels"": [], ""ui_general"": {""default_view"": ""tableview"", ""global_actions"": [{""form"": ""policies_form"", ""label"": ""New""}], ""available_views"": [""tableview"", ""gridview"", ""detailview""]}, ""updated_at"": ""2026-02-09T15:31:34.731678+00:00"", ""ai_metadata"": {""embedding_model"": ""text-embedding-3-large""}, ""base_source"": ""hr.policies"", ""entity_type"": ""policies"", ""dependencies"": [], ""display_name"": null, ""jsonb_schema"": null, ""physical_ddl"": null, ""ui_dashboard"": {}, ""ai_resolution"": ""direct"", ""entity_schema"": ""hr"", ""extra_objects"": {}, ""blueprint_hash"": null, ""classification"": ""transactional"", ""display_format"": null, ""custom_view_sql"": null, ""partition_filter"": null, ""ui_details_overview"": {}}",3,2026-02-09 15:31:34.731678+00,
07b9d59f-f101-4d5b-a4b5-5e34c0bc7577,62b2a546-7d4c-4020-8b5c-8b4b6db88722,employees,hr,"{""id"": ""62b2a546-7d4c-4020-8b5c-8b4b6db88722"", ""rules"": {}, ""module"": ""hr"", ""status"": ""applied"", ""version"": 1, ""semantics"": {""domain"": ""hr"", ""keywords"": [""employee"", ""staff"", ""internal"", ""personnel""], ""description"": ""Current permanent employees of the organization."", ""example_questions"": [""List all employees"", ""Show employees in Engineering"", ""Who works in the HR department?""]}, ""ui_config"": {}, ""created_at"": ""2026-01-24T05:03:06.997383+00:00"", ""sub_panels"": [], ""updated_at"": ""2026-02-05T08:59:32.527529+00:00"", ""ai_metadata"": {""embedding_model"": ""text-embedding-3-large""}, ""base_source"": ""unified.contacts"", ""entity_type"": ""employees"", ""dependencies"": [""identity.organization_users"", ""hr.workers""], ""display_name"": null, ""physical_ddl"": null, ""entity_schema"": ""hr"", ""extra_objects"": {}, ""blueprint_hash"": null, ""classification"": ""transactional"", ""display_format"": null, ""custom_view_sql"": null, ""partition_filter"": ""contact_type = 'worker' AND persona_type = 'employee'""}",1,2026-02-05 12:24:45.64594+00,
07d9b279-e355-4db9-b7a7-018b06cbb91c,62b2a546-7d4c-4020-8b5c-8b4b6db88722,employees,hr,"{""id"": ""62b2a546-7d4c-4020-8b5c-8b4b6db88722"", ""rules"": {}, ""version"": 4, ""form_type"": ""simple"", ""semantics"": {""context"": {""title"": ""Employees"", ""module"": ""hr"", ""status"": ""applied""}}, ""created_at"": ""2026-01-24T05:03:06.997383+00:00"", ""sub_panels"": [], ""ui_general"": {""default_view"": ""kanbanview"", ""global_actions"": [{""form"": ""employees_form"", ""label"": ""New""}], ""available_views"": [""tableview"", ""gridview"", ""detailview"", ""kanbanview"", ""metricsview""]}, ""updated_at"": ""2026-02-14T02:47:45.696948+00:00"", ""ai_metadata"": {""embedding_model"": ""text-embedding-3-large""}, ""base_source"": ""hr.workers"", ""entity_type"": ""employees"", ""dependencies"": [], ""jsonb_schema"": null, ""ui_dashboard"": {}, ""ai_resolution"": ""direct"", ""entity_schema"": ""hr"", ""blueprint_hash"": null, ""classification"": ""deprecated"", ""display_format"": null, ""custom_view_sql"": null, ""partition_filter"": ""contact_type = 'worker' AND persona_type = 'employee'"", ""ui_details_overview"": {""staticTabs"": [{""tab"": ""Activities"", ""label"": ""a"", ""order"": 1}, {""tab"": ""Overview"", ""label"": ""o"", ""order"": 2}], ""dynamicTabs"": []}}",4,2026-02-14 02:47:45.696948+00,
0828e358-c99b-406b-94a9-c803f3995b6a,125e734d-7a4f-40bb-b3d2-b227d6808011,customers_b2c,crm,"{""id"": ""125e734d-7a4f-40bb-b3d2-b227d6808011"", ""rules"": {}, ""module"": ""crm"", ""status"": ""applied"", ""version"": 1, ""form_type"": ""simple"", ""semantics"": {""domain"": ""sales"", ""keywords"": [""b2c"", ""consumer"", ""individual"", ""retail""], ""description"": ""Business-to-Consumer individual customers."", ""example_questions"": [""List individual customers"", ""Show retail accounts"", ""Find retail buyers""]}, ""ui_config"": {""filters"": [""tags"", ""lifecycle_stage""], ""defaultView"": ""table""}, ""created_at"": ""2026-01-24T05:03:06.997383+00:00"", ""sub_panels"": [{""fk"": ""object_id"", ""icon"": ""paperclip"", ""name"": ""Attachments"", ""source"": ""core.object_attachments""}, {""fk"": ""object_id"", ""icon"": ""sticky-note"", ""name"": ""Notes"", ""filter"": ""comment_type = 'note'"", ""source"": ""core.object_comments""}, {""fk"": ""object_id"", ""icon"": ""activity"", ""name"": ""Activities"", ""source"": ""core.object_activities""}, {""fk"": ""object_id"", ""icon"": ""tag"", ""name"": ""Tags"", ""source"": ""core.object_tags""}], ""ui_general"": {""default_view"": ""kanbanview"", ""global_actions"": [{""form"": ""customers_b2c_form"", ""label"": ""New""}], ""available_views"": [""tableview"", ""gridview"", ""detailview"", ""kanbanview"", ""calendarview"", ""mapview"", ""metricsview""]}, ""updated_at"": ""2026-02-07T06:22:31.728987+00:00"", ""ai_metadata"": {""embedding_model"": ""text-embedding-3-large""}, ""base_source"": ""crm.accounts"", ""entity_type"": ""customers_b2c"", ""dependencies"": [""crm.contacts"", ""crm.accounts""], ""display_name"": null, ""jsonb_schema"": null, ""physical_ddl"": null, ""ui_dashboard"": {}, ""ai_resolution"": ""direct"", ""entity_schema"": ""crm"", ""extra_objects"": {}, ""blueprint_hash"": null, ""classification"": ""master"", ""display_format"": null, ""custom_view_sql"": null, ""partition_filter"": ""is_individual = true AND type = 'customer'"", ""ui_details_overview"": {}}",1,2026-02-08 19:46:54.826081+00,
