id,entity_type,entity_schema,base_source,custom_view_sql,partition_filter,dependencies,created_at,updated_at,sub_panels,semantics,rules,ai_metadata,classification,display_format,version,blueprint_hash,form_type,ai_resolution,jsonb_schema,ui_general,ui_details_overview,ui_dashboard,is_active,organization_id,created_by,updated_by,metadata_intent,physical_intent,ui_tableview,ui_gridview,ui_kanbanview,ui_ganttview,ui_calendarview,ui_mapview,ui_detailview,rls_config,registration_mode,dependencies_locked
9a1919ed-bd91-490a-b78c-9cf179571196,tenant_tier_configs,ai_mcp,ai_mcp.tenant_tier_configs,,,[],2026-02-23 00:43:09.865499+05:30,2026-03-23 23:13:23.591859+05:30,[],{},{},"{""embedding_model"": ""text-embedding-3-large""}",configuration,,1,,simple,direct,,{},{},{},true,,,,[],,{},{},{},{},{},{},{},"{""template"": ""tenant_isolation""}",none,false
89ddee08-a9fd-4adf-a0e9-9a53ba494c97,tickets,blueprint,blueprint.tickets,,,"[""unified.tickets"",""core.unified_objects""]",2026-02-04 02:11:34.583148+05:30,2026-03-25 02:14:27.012553+05:30,[],"{""context"": {""title"": ""Tickets"", ""module"": ""blueprint"", ""status"": ""draft""}, ""description"": ""RAW DATA for Tickets: Use this to list individual records and transaction details. NOT for executive summaries or totals.""}",{},"{""embedding_model"": ""text-embedding-3-large""}",transactional,,4,,dependent,resolve_parent,,"{""default_view"": ""kanbanview"", ""global_actions"": [{""form"": ""tickets_form"", ""label"": ""New""}], ""available_views"": [""tableview"", ""gridview"", ""detailview"", ""kanbanview"", ""metricsview""]}",{},{},true,,,,[],,{},{},{},{},{},{},{},"{""template"": ""standard""}",none,true
b9d1fe83-6caa-4fe4-9b5a-b5bb0f39fa94,tickets,esm,esm.tickets,,,"[""unified.tickets"",""core.unified_objects""]",2026-02-27 13:52:51.978404+05:30,2026-03-25 02:15:19.603634+05:30,[],"{""has_anchor"": true}","{""registration"": {""mode"": ""anchor"", ""is_graduated_only"": false, ""migrated_to_column"": true}}","{""embedding_model"": ""text-embedding-3-large""}",transactional,"{""format"": ""TKT-{YEAR}-{COUNTER}"", ""token_config"": [{""type"": ""date_part"", ""token"": ""{YEAR}"", ""date_format"": ""YYYY""}, {""type"": ""counter"", ""token"": ""{COUNTER}""}], ""counter_config"": {""date_field"": ""created_at"", ""reset_period"": ""CALENDAR_YEAR""}, ""counter_padding"": 6}",1,,simple,direct,,{},"{""staticTabs"": [{""tab"": ""Overview"", ""label"": ""Overview"", ""order"": 1}], ""dynamicTabs"": []}",{},true,,,,[],"CREATE TABLE IF NOT EXISTS esm.tickets (
  id uuid PRIMARY KEY DEFAULT gen_random_uuid(),
  organization_id uuid NOT NULL,
  priority text DEFAULT 'Medium',
  stage_id text,
  details jsonb DEFAULT '{}'::jsonb,
  search_vector tsvector,
  display_id text,
  created_at timestamp with time zone DEFAULT now(),
  updated_at timestamp with time zone DEFAULT now(),
  created_by uuid,
  updated_by uuid
);",{},{},{},{},{},{},{},"{""template"": ""standard"", ""vendor_col"": null, ""account_col"": ""account_id"", ""contact_col"": ""contact_id""}",anchor,true
8d1b008c-bff0-4f8e-a27d-722d1c3fe1a2,tickets,unified,unified.tickets,,,"[""core.unified_objects""]",2026-02-06 07:58:11.98248+05:30,2026-03-25 02:15:19.603634+05:30,[],"{""domain"": ""service"", ""context"": {""title"": ""Tickets"", ""module"": ""unified"", ""status"": ""draft"", ""keywords"": [""ticket"", ""support"", ""issue"", ""request""], ""description"": ""RAW DATA for Tickets: Use this to list individual records and transaction details. NOT for executive summaries or totals.""}, ""assignments"": [{""sql"": ""COALESCE(NEW.details->>'subject', 'New Ticket')"", ""column"": ""name"", ""on_insert"": true}, {""sql"": ""'esm'"", ""column"": ""module"", ""on_insert"": true}, {""sql"": ""'open'"", ""column"": ""status"", ""on_insert"": true}], ""example_questions"": [""Show open support tickets"", ""List customer service requests"", ""Find issue reports""]}","{""registration"": {""mode"": ""anchor"", ""is_graduated_only"": false, ""migrated_to_column"": true}}","{""embedding_model"": ""text-embedding-3-large""}",master,"{""format"": ""TCK-{COUNTER}"", ""token_config"": [{""type"": ""counter"", ""token"": ""{COUNTER}""}], ""counter_config"": {""reset_period"": ""NEVER""}, ""counter_padding"": 6}",1,,dependent,resolve_parent,,"{""default_view"": ""kanbanview"", ""global_actions"": [{""form"": ""tickets_form"", ""label"": ""New""}], ""available_views"": [""tableview"", ""gridview"", ""detailview"", ""kanbanview"", ""metricsview""]}",{},{},true,,,,[],,{},{},{},{},{},{},{},"{""template"": ""standard"", ""vendor_col"": null, ""account_col"": null, ""contact_col"": null}",anchor,true
08409f85-18ed-45cd-a19e-0d4edaea6e22,tickets_summary,analytics,analytics.av_tickets_summary,,,[],2026-02-06 07:58:11.98248+05:30,2026-03-25 02:15:19.603634+05:30,[],"{""domain"": ""analytics"", ""context"": {""title"": ""Support Ticket Analytics"", ""module"": ""analytics"", ""status"": ""draft"", ""keywords"": [""ticket"", ""summary"", ""support"", ""metrics""], ""description"": ""ANALYTICAL REPORT for Tickets: Use this for executive dashboards, stage-wise totals, and averages. NOT for listing individual records.""}, ""description"": ""ANALYTICAL REPORT for Tickets: Use this for executive dashboards, stage-wise totals, and averages. NOT for listing individual records."", ""example_questions"": [""Show ticket summaries"", ""List support metrics""]}","{""registration"": {""mode"": ""none"", ""migrated_to_column"": true}}","{""embedding_model"": ""text-embedding-3-large""}",analytical,,1,,simple,direct,,"{""default_view"": ""tableview"", ""global_actions"": [{""form"": ""tickets_summary_form"", ""label"": ""New""}], ""available_views"": [""tableview"", ""gridview"", ""detailview"", ""metricsview""]}",{},{},true,,,,[],,{},{},{},{},{},{},{},"{""template"": ""analytical""}",none,false
1c019bb9-3fd3-4a40-9a80-745a471d09c9,timesheets,workforce,workforce.timesheets,"
SELECT 
    base.id,
    base.organization_id,
    base.user_id,
    base.timesheet_date,
    base.last_date,
    base.timesheet_type,
    base.total_hours,
    base.project_details_legacy,
    base.approver_details_legacy,
    base.status,
    base.stage_id,
    base.display_id,
    base.automation_bp_instance_id,
    base.automation_esm_instance_id,
    base.created_at,
    base.updated_at,
    base.created_by,
    base.updated_by,
    fk_org.name AS organization_display,
    fk_user.name AS user_display,
    (SELECT jsonb_agg(jsonb_build_object(
        'id', ti.id,
        'project_id', ti.project_id,
        'entry_date', ti.entry_date,
        'hours_worked', ti.hours_worked,
        'description', ti.description
    )) FROM workforce.timesheet_items ti WHERE ti.timesheet_id = base.id) AS items
FROM workforce.timesheets base
LEFT JOIN identity.organizations fk_org ON base.organization_id = fk_org.id
LEFT JOIN identity.users fk_user ON base.user_id = fk_user.id
",,"[""core.unified_objects""]",2026-02-07 10:00:53.124112+05:30,2026-03-25 02:14:27.012553+05:30,[],"{""context"": {""title"": ""Timesheets"", ""module"": ""hr"", ""status"": ""draft""}, ""resolution"": {""dependents"": [{""key"": ""items"", ""table"": ""workforce.timesheet_items"", ""fk_column"": ""timesheet_id""}]}}",{},"{""embedding_model"": ""text-embedding-3-large""}",transactional,,1,,nested,nested_create,,"{""default_view"": ""kanbanview"", ""global_actions"": [{""form"": ""timesheets_form"", ""label"": ""New""}], ""available_views"": [""tableview"", ""gridview"", ""detailview"", ""kanbanview"", ""metricsview""]}",{},{},true,,,,[],,{},{},{},{},{},{},{},"{""template"": ""workforce"", ""owner_col"": ""user_id"", ""status_col"": ""stage_id"", ""approver_col"": null, ""location_col"": null}",none,true
52a8cf60-8ae4-474d-9976-439661d134d8,trades,ctrm,ctrm.trades,,,"[""core.unified_objects""]",2026-02-06 16:54:58.457905+05:30,2026-03-25 02:14:27.012553+05:30,[],"{""tags"": [""trade_type"", ""commodity"", ""currency""], ""time"": [""trade_date"", ""delivery_start_date"", ""delivery_end_date""], ""context"": {""title"": ""Trades"", ""status"": ""draft""}, ""metrics"": [""volume"", ""price""], ""identity"": {""key"": ""id"", ""display"": ""commodity""}}",{},"{""embedding_model"": ""text-embedding-3-large""}",transactional,,1,,dependent,resolve_parent,,"{""default_view"": ""kanbanview"", ""global_actions"": [{""form"": ""trades_form"", ""label"": ""New""}], ""available_views"": [""tableview"", ""gridview"", ""detailview"", ""kanbanview"", ""metricsview""]}",{},{},true,,,,[],,{},{},{},{},{},{},{},"{""template"": ""tenant_isolation""}",none,true
59bb2933-b5cf-4e19-9a92-4c56813fb94e,uploads,documents,documents.uploads,,,"[""unified.documents"",""core.unified_objects""]",2026-03-06 12:02:35.906619+05:30,2026-03-25 02:14:27.012553+05:30,[],{},{},"{""embedding_model"": ""text-embedding-3-large""}",master,"{""format"": ""UPL-{SEQ}"", ""counter_padding"": 6}",1,,simple,direct,,{},{},{},true,,,,[],,{},{},{},{},{},{},{},"{""template"": ""standard""}",anchor,true
9496a1f4-37a1-4e33-aa72-d9a27156dd25,user_roles,identity,identity.user_roles,,,[],2026-02-06 07:58:11.98248+05:30,2026-03-23 23:13:23.591859+05:30,[],"{""domain"": ""identity"", ""context"": {""title"": ""User Roles"", ""module"": ""identity"", ""status"": ""draft"", ""keywords"": [""user"", ""role"", ""assignment"", ""permission""], ""description"": ""Mapping of roles assigned to specific users.""}, ""partitioning"": {""primary"": ""organization_id"", ""spatial"": ""location_id"", ""global_fallback"": false}, ""example_questions"": [""Show user roles"", ""What roles are assigned to this person?""]}",{},"{""embedding_model"": ""text-embedding-3-large""}",transactional,,1,,simple,direct,,"{""default_view"": ""tableview"", ""global_actions"": [{""form"": ""user_roles_form"", ""label"": ""New""}], ""available_views"": [""tableview"", ""gridview"", ""detailview""]}",{},{},true,,,,[],"CREATE TABLE IF NOT EXISTS identity.user_roles (
  id uuid PRIMARY KEY DEFAULT gen_random_uuid(),
  organization_id uuid NOT NULL,
  organization_user_id uuid NOT NULL,
  role_id uuid NOT NULL,
  team_id uuid NOT NULL, -- Enforced by validate_team_assignment()
  created_at timestamptz DEFAULT now(),
  created_by uuid
);",{},{},{},{},{},{},{},"{""template"": ""tenant_isolation""}",none,false
ad27c939-dbb1-4611-8ae4-a287dbb3dbaf,user_teams,identity,identity.user_teams,,,[],2026-02-06 07:58:11.98248+05:30,2026-03-23 23:13:23.591859+05:30,[],"{""domain"": ""identity"", ""context"": {""title"": ""User Teams"", ""module"": ""identity"", ""status"": ""draft"", ""keywords"": [""user"", ""team"", ""membership"", ""squad""], ""description"": ""Mapping of users to specific teams.""}, ""partitioning"": {""primary"": ""organization_id"", ""spatial"": ""location_id"", ""global_fallback"": false}, ""example_questions"": [""Show team membership"", ""List users in this squad""]}",{},"{""embedding_model"": ""text-embedding-3-large""}",transactional,,1,,simple,direct,,"{""default_view"": ""tableview"", ""global_actions"": [{""form"": ""user_teams_form"", ""label"": ""New""}], ""available_views"": [""tableview"", ""gridview"", ""detailview""]}",{},{},true,,,,[],"CREATE TABLE IF NOT EXISTS identity.user_teams (
  id uuid PRIMARY KEY DEFAULT gen_random_uuid(),
  organization_id uuid NOT NULL,
  organization_user_id uuid NOT NULL,
  team_id uuid NOT NULL,
  created_at timestamp with time zone DEFAULT now(),
  created_by uuid
);",{},{},{},{},{},{},{},"{""template"": ""tenant_isolation""}",none,false
1ae91123-8877-4af1-9ec7-332325233519,vendor_contacts,procurement,procurement.vendor_contacts,,,"[""unified.contacts"",""core.unified_objects""]",2026-02-22 22:35:09.074298+05:30,2026-03-25 02:14:27.012553+05:30,[],"{""context"": {""title"": ""Vendor Contacts"", ""status"": ""draft""}, ""assignments"": [{""sql"": ""'procurement'"", ""column"": ""module"", ""on_insert"": true}]}",{},"{""embedding_model"": ""text-embedding-3-large""}",master,,1,,simple,direct,,{},{},{},true,,,,[],,{},{},{},{},{},{},{},"{""template"": ""standard"", ""vendor_col"": ""vendor_id"", ""account_col"": null, ""contact_col"": null}",anchor,true
59872488-7b7e-4956-af26-27e8a55a9616,vendors,procurement,procurement.vendors,,,"[""unified.organizations"",""core.unified_objects""]",2026-02-09 20:48:10.849427+05:30,2026-03-25 02:15:19.603634+05:30,[],"{""intent"": ""PURCHASING_VENDOR"", ""context"": {""title"": ""Vendors"", ""status"": ""draft""}, ""lifecycle"": {""stages"": [{""id"": ""candidate"", ""name"": ""Candidate"", ""category"": ""NEW"", ""sequence"": 1}, {""id"": ""vetted"", ""name"": ""Vetted"", ""category"": ""IN_PROGRESS"", ""sequence"": 2}, {""id"": ""active"", ""name"": ""Active Vendor"", ""category"": ""CLOSED_WON"", ""sequence"": 3}, {""id"": ""deprecated"", ""name"": ""Deprecated"", ""category"": ""CLOSED_LOST"", ""sequence"": 4}], ""start_stage"": ""candidate""}, ""assignments"": [{""sql"": ""COALESCE(details->'organization'->>'name', 'Unnamed Vendor')"", ""column"": ""name"", ""on_insert"": true, ""overwrite"": true}, {""sql"": ""'procurement'"", ""column"": ""module"", ""on_insert"": true}, {""sql"": ""'active'"", ""column"": ""status"", ""on_insert"": true}]}","{""registration"": {""mode"": ""anchor"", ""is_graduated_only"": false, ""migrated_to_column"": true}}","{""embedding_model"": ""text-embedding-3-large""}",master,,3,,simple,direct,{},{},{},{},true,,,,[],,{},{},{},{},{},{},{},"{""template"": ""standard"", ""vendor_col"": null, ""account_col"": null, ""contact_col"": null}",anchor,true
d42f54dc-4244-4f6b-b763-4e10231dd61c,wa_contacts,wa,wa.wa_contacts,,,"[""unified.contacts"",""core.unified_objects""]",2026-03-15 11:04:57.07514+05:30,2026-03-25 02:14:27.012553+05:30,[],{},{},"{""embedding_model"": ""text-embedding-3-large""}",transactional,,1,,simple,direct,,{},{},{},true,,,,[],,{},{},{},{},{},{},{},"{""template"": ""standard""}",none,true
526c6d91-311c-4ef1-b70f-3c7e8962c051,work_orders,esm,esm.work_orders,,,"[""unified.tasks"",""core.unified_objects""]",2026-02-27 13:52:51.978404+05:30,2026-03-25 02:14:27.012553+05:30,[],"{""has_anchor"": true}",{},"{""embedding_model"": ""text-embedding-3-large""}",transactional,"{""format"": ""WO-{YEAR}-{COUNTER}"", ""token_config"": [{""type"": ""date_part"", ""token"": ""{YEAR}"", ""date_format"": ""YYYY""}, {""type"": ""counter"", ""token"": ""{COUNTER}""}], ""counter_config"": {""date_field"": ""created_at"", ""reset_period"": ""CALENDAR_YEAR""}, ""counter_padding"": 6}",1,,simple,direct,,{},{},{},true,,,,[],"CREATE TABLE IF NOT EXISTS esm.work_orders (
  id uuid PRIMARY KEY DEFAULT gen_random_uuid(),
  organization_id uuid NOT NULL,
  priority text DEFAULT 'Medium',
  stage_id text,
  details jsonb DEFAULT '{}'::jsonb,
  search_vector tsvector,
  display_id text,
  created_at timestamp with time zone DEFAULT now(),
  updated_at timestamp with time zone DEFAULT now(),
  created_by uuid,
  updated_by uuid
);",{},{},{},{},{},{},{},"{""template"": ""standard"", ""vendor_col"": null, ""account_col"": ""account_id"", ""contact_col"": null}",none,true
5313ceed-ae0b-436f-afff-50662708d545,workers,hr,hr.profiles,,,[],2026-02-04 02:11:34.583148+05:30,2026-03-23 23:13:23.591859+05:30,[],"{""context"": {""title"": ""Workers"", ""module"": ""hr"", ""status"": ""draft""}}",{},"{""embedding_model"": ""text-embedding-3-large""}",transactional,,4,,dependent,resolve_parent,"{""type"": ""object"", ""required"": [""person"", ""workerType""], ""properties"": {""person"": {""type"": ""object""}, ""workMode"": {""enum"": [""Office"", ""Remote"", ""Fieldstaff"", ""Hybrid""], ""type"": ""string""}, ""employment"": {""type"": ""object"", ""properties"": {""hireDate"": {""type"": ""string""}, ""jobTitle"": {""type"": ""string""}}}, ""workerType"": {""enum"": [""Employee"", ""Contractor"", ""Consultant""], ""type"": ""string""}}}","{""default_view"": ""kanbanview"", ""global_actions"": [{""form"": ""workers_form"", ""label"": ""New""}], ""available_views"": [""tableview"", ""gridview"", ""detailview"", ""kanbanview"", ""metricsview""]}",{},{},false,,,,[],,{},{},{},{},{},{},{},{},none,false
